RentalID,PropertyID,ClientID,RentalPrice,RentalStartDate,RentalEndDate
49075,47568,16817,1501.12,2010-01-01,2009-12-25
49076,5337,9320,1961.67,2017-01-01,2017-01-06
49077,29048,32993,1521.35,2013-01-01,2012-12-19
49078,1392,36189,2322.11,2015-01-01,2014-12-07
49079,47780,52708,1783.12,2013-01-01,2013-01-17
49080,33201,18325,1879.29,2013-01-01,2012-12-14
49081,20184,14807,1402,2018-01-01,2017-12-04
49082,47787,15461,2396.22,2015-01-01,2014-12-13
49083,41432,17842,558.58,2013-01-01,2012-12-15
49084,12107,11006,969.14,2012-01-01,2012-01-16
49085,17123,20327,2967.43,2012-01-01,2012-01-08
49086,53227,11914,1492.05,2011-01-01,2010-12-28
49087,18137,26250,1770.6,2012-01-01,2012-01-20
49088,24364,39607,866.38,2012-01-01,2011-12-21
49089,51908,9006,1698.9,2015-01-01,2014-12-31
49090,21879,35765,2227.66,2011-01-01,2010-12-22
49091,32362,43841,2796.19,2017-01-01,2017-01-07
49092,33453,48419,995.36,2011-01-01,2011-01-01
49093,49845,8722,1460.24,2013-01-01,2013-01-10
49094,21104,16171,884.22,2013-01-01,2013-01-11
49095,2928,8257,1159.04,2014-01-01,2014-01-31
49096,49457,17410,1113.46,2016-01-01,2015-12-22
49097,26432,46157,,2010-01-01,2010-01-28
49098,9809,19644,1012.06,2015-01-01,2015-01-30
49099,29751,22965,1622.31,2017-01-01,2017-01-01
49100,36544,12588,1293.13,2017-01-01,2016-12-28
49101,41332,6617,1229.16,2015-01-01,2015-01-11
49102,30196,23195,1501.38,2015-01-01,2014-12-03
49103,55653,3258,,2011-01-01,2010-12-09
49104,54321,24234,2232.42,2010-01-01,2010-01-03
49105,5052,14808,2111.51,2014-01-01,2013-12-16
49106,27033,47798,2328.72,2012-01-01,2011-12-28
49107,39117,22681,1595.8,2014-01-01,2013-12-16
49108,43443,49934,739.25,2011-01-01,2010-12-29
49109,37642,432,2728.83,2016-01-01,2016-01-31
49110,7290,1797,1350.84,2012-01-01,2011-12-14
49111,47595,39969,2307.5,2018-01-01,2018-01-23
49112,4492,9444,2320.08,2017-01-01,2016-12-09
49113,54010,2622,1114.44,2011-01-01,2011-01-25
49114,48536,27456,,2014-01-01,2014-01-12
49115,13115,49447,2646.53,2012-01-01,2012-01-16
49116,33914,11011,1136.15,2011-01-01,2010-12-07
49117,38256,21136,2407.39,2010-01-01,2010-01-06
49118,4657,30623,945.99,2016-01-01,2016-01-27
49119,46852,33429,2651.49,2013-01-01,2013-01-09
49120,45382,45809,,2010-01-01,2009-12-12
49121,11377,16821,1230.21,2011-01-01,2010-12-30
49122,33029,45455,,2013-01-01,2012-12-17
49123,51871,23390,2127.34,2012-01-01,2011-12-07
49124,38595,18152,1334.06,2012-01-01,2012-01-26
49125,18590,40035,1040.47,2014-01-01,2014-01-10
49126,26825,40426,1219.02,2014-01-01,2013-12-22
49127,37565,6232,892.67,2015-01-01,2014-12-22
49128,23739,34944,1473.77,2011-01-01,2010-12-11
49129,24912,15541,1231.83,2013-01-01,2013-01-28
49130,20831,37262,2238.34,2014-01-01,2013-12-13
49131,17850,7681,872.8,2016-01-01,2016-01-26
49132,932,30576,,2018-01-01,2018-01-10
49133,12578,45048,1443.43,2013-01-01,2012-12-15
49134,18801,3225,1013.29,2010-01-01,2010-01-15
49135,16284,42077,2064.45,2017-01-01,2016-12-06
49136,11542,37295,2254.84,2015-01-01,2014-12-07
49137,18652,25679,814.16,2014-01-01,2014-01-15
49138,596,19516,,2014-01-01,2013-12-23
49139,18001,51518,,2013-01-01,2012-12-27
49140,31554,17593,2957.66,2011-01-01,2011-01-30
49141,40126,21281,,2017-01-01,2016-12-29
49142,12242,42588,2303.95,2012-01-01,2012-01-17
49143,20802,3741,674.99,2014-01-01,2014-01-22
49144,30133,6438,2104.04,2013-01-01,2012-12-26
49145,19171,46579,2175.32,2018-01-01,2018-01-22
49146,10333,46411,1383.46,2016-01-01,2016-01-04
49147,9209,23283,2596.82,2016-01-01,2015-12-05
49148,10277,24620,1183.1,2013-01-01,2012-12-04
49149,26728,33912,2019.43,2011-01-01,2010-12-25
49150,39359,4253,858.68,2016-01-01,2015-12-08
49151,16543,7453,2107.8,2017-01-01,2017-01-15
49152,38296,11381,1256.09,2014-01-01,2014-01-22
49153,32521,15418,2030.08,2015-01-01,2014-12-15
49154,38501,4024,1822.06,2013-01-01,2013-01-15
49155,35863,29152,1222.87,2016-01-01,2015-12-19
49156,43523,4343,1150,2014-01-01,2013-12-11
49157,17482,45544,2591.47,2013-01-01,2012-12-22
49158,29888,12835,2491.23,2015-01-01,2014-12-09
49159,44320,5169,,2015-01-01,2014-12-25
49160,46797,30711,819.92,2018-01-01,2017-12-17
49161,3613,43482,2475.32,2012-01-01,2011-12-22
49162,2343,45474,1807.74,2015-01-01,2015-01-04
49163,51288,10160,1349.5,2012-01-01,2012-01-04
49164,8743,32171,2920.39,2015-01-01,2015-01-29
49165,45492,45414,1577.51,2016-01-01,2015-12-02
49166,27201,50949,806.08,2010-01-01,2009-12-06
49167,37244,22573,2963.39,2010-01-01,2010-01-02
49168,51373,33746,2439.72,2011-01-01,2010-12-11
49169,35039,20731,2125.17,2013-01-01,2012-12-26
49170,7755,33215,2403.43,2015-01-01,2014-12-30
49171,18188,24288,2378.76,2010-01-01,2010-01-22
49172,14286,41221,2780.41,2011-01-01,2011-01-13
49173,20810,51837,661.31,2012-01-01,2011-12-07
49174,54981,49553,1762.23,2016-01-01,2015-12-11
49175,50331,29853,2055.37,2016-01-01,2016-01-03
49176,36910,47254,1398.6,2013-01-01,2013-01-24
49177,5750,51172,1038.72,2014-01-01,2014-01-23
49178,10125,25887,2461.33,2016-01-01,2016-01-20
49179,52660,7334,2797.31,2016-01-01,2016-01-22
49180,23420,27021,1491.72,2013-01-01,2013-01-18
49181,43254,28420,1868.49,2012-01-01,2011-12-24
49182,53104,11321,578.22,2014-01-01,2014-01-19
49183,51901,18698,733.98,2016-01-01,2016-01-31
49184,13983,24992,1085.28,2014-01-01,2013-12-12
49185,13689,2081,,2018-01-01,2018-01-29
49186,22201,20660,2843.69,2018-01-01,2017-12-14
49187,31981,32609,1353.47,2017-01-01,2017-01-08
49188,50065,18392,1529.81,2013-01-01,2013-01-25
49189,936,25049,554.62,2011-01-01,2010-12-16
49190,17937,29674,2963.42,2012-01-01,2011-12-10
49191,53357,37262,2086.64,2015-01-01,2015-01-15
49192,23933,4374,2729.75,2014-01-01,2014-01-15
49193,38471,27937,2553.75,2016-01-01,2015-12-11
49194,35815,51957,2871.52,2015-01-01,2015-01-03
49195,18590,45498,1535.08,2015-01-01,2015-02-01
49196,8988,5488,1602.2,2013-01-01,2013-01-14
49197,13622,1369,680.7,2010-01-01,2010-01-05
49198,18384,2547,2714.79,2011-01-01,2010-12-12
49199,22978,36686,805.3,2015-01-01,2014-12-21
49200,44480,43046,2501.15,2011-01-01,2011-01-29
49201,737,36608,1237,2015-01-01,2014-12-22
49202,37608,24685,658.04,2017-01-01,2016-12-15
49203,50920,467,833.63,2014-01-01,2014-01-27
49204,23357,39112,1913.33,2015-01-01,2014-12-29
49205,5958,28002,2234.17,2016-01-01,2015-12-10
49206,44412,43039,2321.97,2016-01-01,2016-01-24
49207,20545,19573,2177.39,2013-01-01,2013-01-08
49208,47078,6530,1525.57,2015-01-01,2015-01-15
49209,1784,46230,2364.36,2015-01-01,2014-12-15
49210,7766,25202,2855.45,2015-01-01,2014-12-23
49211,31815,31519,,2016-01-01,2016-01-28
49212,46229,30275,2773.24,2011-01-01,2011-01-02
49213,9735,23252,2008.6,2016-01-01,2015-12-28
49214,25539,47531,1707.74,2012-01-01,2012-01-27
49215,54797,29837,1109.09,2015-01-01,2015-01-10
49216,56095,19533,,2014-01-01,2014-01-16
49217,22354,37157,2793.86,2011-01-01,2010-12-14
49218,2538,8638,,2013-01-01,2013-01-18
49219,14215,41086,2961.41,2016-01-01,2015-12-27
49220,35107,36550,957.37,2014-01-01,2013-12-24
49221,42138,36706,2572.76,2017-01-01,2017-01-12
49222,41852,30047,2335.74,2013-01-01,2012-12-09
49223,43419,50455,2202.96,2014-01-01,2014-01-03
49224,17673,112,1862.94,2017-01-01,2017-01-07
49225,46154,38400,1517.92,2017-01-01,2017-01-19
49226,1934,17043,2777.79,2012-01-01,2011-12-11
49227,23643,13944,2264.51,2010-01-01,2010-01-14
49228,54454,29016,2574.15,2017-01-01,2017-01-17
49229,9542,31399,2399.69,2011-01-01,2011-01-06
49230,10248,8949,2488.49,2015-01-01,2014-12-19
49231,34564,36533,1530.53,2018-01-01,2017-12-14
49232,738,10977,1051.54,2012-01-01,2012-01-30
49233,33743,9441,912.49,2017-01-01,2016-12-20
49234,3984,6719,1897.51,2012-01-01,2011-12-13
49235,12612,25324,959.9,2017-01-01,2017-01-28
49236,27686,48545,555.17,2014-01-01,2014-01-08
49237,10147,43883,744.83,2015-01-01,2015-01-11
49238,24079,35039,2885.2,2011-01-01,2010-12-09
49239,53210,37101,1935.23,2013-01-01,2013-01-02
49240,44339,36416,1086.04,2014-01-01,2013-12-28
49241,12596,38993,,2016-01-01,2016-01-13
49242,14343,36316,2863.72,2014-01-01,2014-01-09
49243,19104,6223,2219.04,2016-01-01,2015-12-03
49244,55451,28132,2624.21,2012-01-01,2011-12-07
49245,42966,28076,1942.68,2016-01-01,2015-12-28
49246,31165,38836,2265.39,2012-01-01,2011-12-27
49247,55600,3627,2422.17,2013-01-01,2012-12-11
49248,3389,9699,1289.46,2015-01-01,2015-01-21
49249,23434,12339,,2012-01-01,2011-12-21
49250,14184,29776,2589.68,2017-01-01,2016-12-15
49251,8812,747,1686.21,2013-01-01,2013-01-25
49252,10537,8769,2475.67,2013-01-01,2012-12-27
49253,3633,11935,1272.55,2011-01-01,2011-01-13
49254,30360,18085,643.07,2015-01-01,2015-01-19
49255,9437,52062,800.45,2013-01-01,2013-02-01
49256,25877,43920,1435.8,2017-01-01,2017-01-24
49257,29572,14167,569.56,2014-01-01,2014-01-26
49258,19660,50177,2196.92,2015-01-01,2015-01-13
49259,26561,25316,,2011-01-01,2010-12-15
49260,17108,8142,2724.56,2010-01-01,2010-01-29
49261,34637,18051,874.07,2017-01-01,2016-12-03
49262,35658,36752,1082.06,2013-01-01,2012-12-22
49263,5393,13031,755.92,2011-01-01,2010-12-12
49264,16673,35526,1742.12,2017-01-01,2016-12-22
49265,54170,46171,654.74,2018-01-01,2018-01-21
49266,54432,17427,2949.89,2013-01-01,2013-01-06
49267,51071,28342,,2016-01-01,2015-12-17
49268,48065,27714,1834.57,2016-01-01,2015-12-13
49269,56134,14513,2898.75,2016-01-01,2016-01-29
49270,14709,42081,2595.28,2011-01-01,2010-12-13
49271,31709,27721,1913,2011-01-01,2010-12-03
49272,35880,49482,2179.18,2015-01-01,2014-12-18
49273,38927,41435,1240.09,2013-01-01,2013-01-20
49274,41142,50456,2485.18,2011-01-01,2010-12-17
49275,42797,2119,736.76,2017-01-01,2016-12-21
49276,7573,23272,883.14,2017-01-01,2017-01-07
49277,611,32791,621.92,2010-01-01,2009-12-09
49278,21348,14769,822.25,2016-01-01,2016-01-28
49279,15190,12942,2156.62,2015-01-01,2014-12-09
49280,7657,343,2435.27,2016-01-01,2016-01-13
49281,18376,23847,1089.73,2015-01-01,2015-01-26
49282,88,43013,,2015-01-01,2015-01-28
49283,23841,2444,2722.9,2013-01-01,2012-12-15
49284,49888,1925,1020.95,2016-01-01,2015-12-12
49285,9973,31267,2361.62,2013-01-01,2013-01-25
49286,50721,48345,2014.48,2013-01-01,2013-01-23
49287,53314,53394,1901.94,2016-01-01,2016-01-30
49288,26009,22540,1667.92,2010-01-01,2010-01-03
49289,22145,46595,1730.42,2011-01-01,2010-12-13
49290,22016,32137,1091.17,2013-01-01,2013-01-10
49291,12989,18358,,2014-01-01,2013-12-29
49292,26924,53177,1241.31,2013-01-01,2012-12-15
49293,10682,41457,,2012-01-01,2012-01-22
49294,9087,31670,1532.25,2012-01-01,2011-12-27
49295,35391,46370,2617.76,2016-01-01,2016-01-29
49296,53019,51381,2198.85,2010-01-01,2010-01-04
49297,25960,46817,2151.69,2017-01-01,2017-01-19
49298,22967,21913,2111.23,2010-01-01,2010-01-11
49299,50530,41484,1691.56,2016-01-01,2015-12-06
49300,22274,25470,1989.03,2014-01-01,2014-01-26
49301,21097,14029,2977.27,2013-01-01,2012-12-07
49302,50082,20417,2840.27,2017-01-01,2017-01-14
49303,12424,28420,2565.53,2016-01-01,2016-01-26
49304,48951,8103,,2014-01-01,2013-12-16
49305,31538,31658,596.27,2017-01-01,2017-01-19
49306,25344,9460,,2014-01-01,2014-01-10
49307,51782,24695,1686.96,2017-01-01,2016-12-15
49308,37543,41831,862.94,2015-01-01,2014-12-06
49309,53546,51008,2335,2015-01-01,2015-01-05
49310,30203,15679,2330.96,2013-01-01,2013-01-15
49311,29916,4613,1550.96,2016-01-01,2016-01-12
49312,16262,22819,,2017-01-01,2017-01-17
49313,39378,47025,1789.49,2011-01-01,2011-01-27
49314,49794,32701,2899.41,2012-01-01,2012-01-31
49315,48407,46131,2473.7,2015-01-01,2014-12-05
49316,49076,40700,2206.84,2015-01-01,2014-12-04
49317,3166,35345,1176.79,2018-01-01,2017-12-19
49318,35476,14536,1208.01,2012-01-01,2012-01-26
49319,21709,7747,2391.76,2015-01-01,2014-12-04
49320,45540,30427,2224.48,2018-01-01,2017-12-21
49321,20833,18100,1852.58,2018-01-01,2017-12-22
49322,19743,1118,2465.21,2014-01-01,2014-01-19
49323,15835,23811,,2018-01-01,2018-01-27
49324,9209,20315,,2012-01-01,2012-01-03
49325,22124,15780,973.12,2012-01-01,2011-12-13
49326,26005,6319,2633.65,2018-01-01,2017-12-16
49327,22134,32773,2814.78,2014-01-01,2014-01-05
49328,14506,32397,1587.31,2012-01-01,2012-01-27
49329,34585,5101,1143.23,2014-01-01,2013-12-18
49330,18117,51072,2447.16,2013-01-01,2012-12-13
49331,35517,32151,1437.92,2016-01-01,2015-12-31
49332,52868,36735,2247.72,2011-01-01,2011-01-24
49333,38142,48380,530.03,2013-01-01,2012-12-22
49334,18462,47814,900.69,2016-01-01,2015-12-21
49335,25889,22382,2955.38,2012-01-01,2012-01-24
49336,15362,13662,2569.94,2013-01-01,2012-12-31
49337,36942,13271,1620.71,2016-01-01,2015-12-30
49338,16116,40054,2655.3,2014-01-01,2014-01-16
49339,4531,51809,899.89,2013-01-01,2013-01-24
49340,10923,10028,717.8,2012-01-01,2011-12-20
49341,49950,21616,1606.6,2015-01-01,2014-12-31
49342,4475,32042,,2014-01-01,2014-01-30
49343,18242,2269,913.15,2013-01-01,2013-01-08
49344,49133,24580,2297.26,2014-01-01,2014-01-18
49345,50257,43661,718.87,2010-01-01,2009-12-05
49346,42416,7835,1328.91,2016-01-01,2015-12-28
49347,46964,891,2893.96,2012-01-01,2012-01-31
49348,11594,37899,2065.14,2010-01-01,2010-01-12
49349,34399,7053,2796.51,2016-01-01,2015-12-23
49350,46010,5305,1518.33,2015-01-01,2014-12-14
49351,607,27350,1020.96,2012-01-01,2012-01-17
49352,24991,15049,,2017-01-01,2017-01-12
49353,5157,12039,1144.26,2011-01-01,2011-01-29
49354,8527,52383,1559.09,2011-01-01,2011-01-14
49355,25670,48370,1353.97,2010-01-01,2010-01-27
49356,34185,11292,2888.64,2010-01-01,2009-12-18
49357,28720,7077,2348.34,2018-01-01,2018-01-08
49358,18424,4062,1992.9,2015-01-01,2014-12-24
49359,40772,45217,,2014-01-01,2014-01-19
49360,36831,41629,,2017-01-01,2016-12-30
49361,34207,40403,1524.11,2013-01-01,2013-01-31
49362,45666,41555,1926.68,2016-01-01,2016-01-10
49363,54240,50137,,2014-01-01,2014-01-23
49364,11428,26411,,2014-01-01,2014-01-28
49365,17403,8432,1496.46,2016-01-01,2016-01-10
49366,48952,8610,2065.54,2015-01-01,2015-01-04
49367,23084,50317,1419.37,2018-01-01,2017-12-10
49368,47278,23769,2267.22,2014-01-01,2013-12-03
49369,3604,41143,,2014-01-01,2014-01-08
49370,53072,34886,,2016-01-01,2016-01-20
49371,31508,32162,1701,2011-01-01,2011-01-31
49372,8881,21065,2313.24,2010-01-01,2010-01-25
49373,25361,21555,797.45,2016-01-01,2015-12-06
49374,13531,12609,690.45,2014-01-01,2013-12-15
49375,36010,36109,2064.18,2013-01-01,2013-01-23
49376,7928,6410,,2012-01-01,2012-01-13
49377,6818,29421,791.89,2014-01-01,2014-01-16
49378,52760,8536,2138.93,2018-01-01,2017-12-13
49379,38548,1167,2756.76,2013-01-01,2012-12-05
49380,28867,5029,2902.42,2013-01-01,2012-12-27
49381,6266,6364,1769.9,2012-01-01,2011-12-12
49382,21146,27292,1200.96,2016-01-01,2015-12-16
49383,49498,23771,703.65,2012-01-01,2012-01-25
49384,48302,32783,,2016-01-01,2015-12-05
49385,31209,52237,1332.47,2011-01-01,2010-12-09
49386,23911,14703,916.59,2015-01-01,2014-12-13
49387,3785,4968,2344.92,2016-01-01,2016-01-05
49388,27702,41096,2184.61,2012-01-01,2012-01-19
49389,38417,41671,,2012-01-01,2011-12-27
49390,34463,13683,,2012-01-01,2011-12-19
49391,29693,21491,1805.5,2011-01-01,2010-12-09
49392,28893,26500,937.75,2011-01-01,2011-01-18
49393,53322,30845,1304.65,2017-01-01,2016-12-13
49394,32215,33325,,2018-01-01,2017-12-24
49395,55220,1066,1002.78,2011-01-01,2011-01-25
49396,10985,29216,834.52,2017-01-01,2016-12-08
49397,21192,20261,872.68,2012-01-01,2012-01-11
49398,46082,20597,1232.98,2013-01-01,2012-12-15
49399,21314,38629,1784.97,2015-01-01,2014-12-07
49400,8549,5036,2334.17,2018-01-01,2018-01-17
49401,45399,16887,1139,2011-01-01,2010-12-26
49402,52217,24277,1913.53,2015-01-01,2015-01-19
49403,6647,11849,1136.97,2013-01-01,2012-12-08
49404,19910,9264,1106.38,2017-01-01,2017-01-23
49405,53568,48740,1038.62,2015-01-01,2015-01-14
49406,19310,48740,2957.51,2013-01-01,2012-12-21
49407,50073,35910,2260.98,2016-01-01,2015-12-17
49408,33331,31613,,2016-01-01,2015-12-10
49409,36234,14155,923.25,2015-01-01,2014-12-18
49410,39433,22290,2526.15,2018-01-01,2018-01-26
49411,53149,46628,2814.65,2011-01-01,2010-12-18
49412,52777,51910,1893.3,2015-01-01,2015-01-26
49413,21082,5789,1295.29,2016-01-01,2016-01-16
49414,30882,7369,2238.79,2012-01-01,2012-01-09
49415,26016,41252,,2013-01-01,2012-12-20
49416,29651,26034,2003.5,2012-01-01,2011-12-22
49417,33070,21659,2702.84,2016-01-01,2016-01-13
49418,49341,4201,2927.36,2016-01-01,2015-12-25
49419,35310,45855,965.58,2013-01-01,2013-01-25
49420,53149,50695,2882.22,2017-01-01,2016-12-12
49421,3207,24284,2138.29,2014-01-01,2013-12-22
49422,34196,46113,2782.5,2016-01-01,2016-01-14
49423,42907,39740,1373.63,2016-01-01,2015-12-21
49424,13103,31020,569.89,2015-01-01,2014-12-26
49425,33553,2491,,2010-01-01,2009-12-06
49426,41737,21595,2441.62,2015-01-01,2014-12-19
49427,21181,3393,2149.02,2016-01-01,2016-01-13
49428,6888,42259,1500.7,2012-01-01,2012-01-19
49429,16518,9169,1419.55,2011-01-01,2010-12-19
49430,18906,48596,2855.68,2011-01-01,2011-01-20
49431,20296,27855,1157.65,2010-01-01,2009-12-27
49432,26104,26898,602.31,2012-01-01,2011-12-22
49433,55297,29946,1744.76,2015-01-01,2014-12-08
49434,55268,4455,2928.05,2016-01-01,2016-01-16
49435,16693,44555,1065.2,2017-01-01,2016-12-13
49436,52003,50050,1548.52,2015-01-01,2015-01-07
49437,11499,45213,501.87,2013-01-01,2013-01-21
49438,1082,43816,673.68,2016-01-01,2015-12-24
49439,3875,41170,1628.57,2018-01-01,2017-12-11
49440,31782,22098,588.07,2017-01-01,2016-12-29
49441,17439,1257,1690.67,2017-01-01,2016-12-09
49442,27489,42099,1690.14,2011-01-01,2010-12-19
49443,7882,41470,2748.84,2010-01-01,2010-01-26
49444,32265,26411,,2015-01-01,2014-12-07
49445,39729,21080,1886.02,2010-01-01,2010-01-22
49446,34493,35464,2049.32,2011-01-01,2011-01-07
49447,16858,18397,1654.14,2012-01-01,2012-01-12
49448,40443,3349,2116.22,2012-01-01,2012-01-18
49449,41198,5372,2908.35,2017-01-01,2016-12-25
49450,21027,44934,1036.41,2015-01-01,2014-12-30
49451,11498,50912,913.6,2013-01-01,2012-12-09
49452,50305,26031,1948.71,2016-01-01,2016-01-22
49453,7802,10122,1456.8,2015-01-01,2014-12-26
49454,4093,13604,1326.12,2011-01-01,2011-01-16
49455,43079,11851,1400.7,2014-01-01,2014-01-10
49456,11251,41700,1852.13,2018-01-01,2017-12-20
49457,12262,45266,2767.88,2015-01-01,2015-01-03
49458,52631,41057,2739.09,2018-01-01,2017-12-09
49459,5266,42717,1378.14,2014-01-01,2013-12-12
49460,56126,35090,1876.49,2014-01-01,2014-01-03
49461,55790,23364,841.1,2016-01-01,2016-01-18
49462,17483,5726,1775.26,2013-01-01,2012-12-08
49463,15618,52137,2752.73,2017-01-01,2017-01-12
49464,6006,23402,705.73,2013-01-01,2013-01-23
49465,55756,35378,766.03,2014-01-01,2014-01-05
49466,47346,20472,810.44,2011-01-01,2011-01-09
49467,10953,39384,866.63,2012-01-01,2012-01-27
49468,32718,18773,1704.13,2014-01-01,2014-01-06
49469,5772,41696,,2012-01-01,2011-12-25
49470,12389,47031,2711.01,2013-01-01,2012-12-29
49471,32117,47312,1669.63,2013-01-01,2013-01-28
49472,6740,16070,2119.82,2012-01-01,2012-01-21
49473,11504,33786,2651.55,2016-01-01,2016-01-23
49474,16975,24335,2801.51,2014-01-01,2014-01-13
49475,9823,15140,865.45,2013-01-01,2013-01-24
49476,41798,46501,520.75,2012-01-01,2012-01-05
49477,3085,48642,,2015-01-01,2014-12-25
49478,1572,24173,1825.01,2015-01-01,2015-01-31
49479,3467,1554,2169.29,2014-01-01,2014-01-15
49480,21805,39938,1104.12,2016-01-01,2015-12-17
49481,1858,43659,1568.96,2013-01-01,2012-12-22
49482,97,18445,2640.73,2017-01-01,2017-01-19
49483,16849,4994,2301.82,2011-01-01,2011-01-01
49484,887,2505,2211.97,2018-01-01,2017-12-10
49485,25088,38530,1986.42,2013-01-01,2012-12-13
49486,21528,3830,,2017-01-01,2016-12-13
49487,15083,33843,1836.71,2014-01-01,2014-01-24
49488,10705,47468,,2016-01-01,2016-01-15
49489,21934,51025,879.07,2015-01-01,2014-12-27
49490,18482,30143,2070.62,2012-01-01,2011-12-18
49491,23567,3983,2781.05,2017-01-01,2016-12-17
49492,7165,12660,2265.52,2014-01-01,2013-12-08
49493,52518,44784,812.77,2017-01-01,2016-12-19
49494,32049,38334,1373.93,2015-01-01,2015-01-13
49495,11549,4346,2947.81,2014-01-01,2013-12-21
49496,31369,23733,613.86,2014-01-01,2014-01-31
49497,20827,27530,2806.92,2018-01-01,2018-01-14
49498,29002,32062,2943,2014-01-01,2013-12-04
49499,48620,14251,2714.51,2017-01-01,2016-12-27
49500,47082,19195,2934.67,2014-01-01,2013-12-08
49501,26073,14256,2693.86,2018-01-01,2018-01-17
49502,54714,50019,2093.58,2016-01-01,2015-12-21
49503,33702,44423,2929.48,2015-01-01,2014-12-20
49504,920,18571,1332.2,2018-01-01,2017-12-31
49505,39122,14218,1353.78,2010-01-01,2010-01-29
49506,41562,44818,1620.48,2012-01-01,2012-01-15
49507,18331,10604,1636.22,2016-01-01,2016-01-19
49508,6056,47717,2037.68,2016-01-01,2016-01-10
49509,3650,27999,,2011-01-01,2011-01-31
49510,6954,34677,1136.26,2014-01-01,2014-01-22
49511,31271,45780,2109.54,2010-01-01,2010-01-31
49512,45816,3065,1909.59,2017-01-01,2017-01-19
49513,18148,49527,2290.68,2012-01-01,2011-12-25
49514,17989,13140,2194.25,2014-01-01,2014-01-05
49515,296,38676,2974.86,2012-01-01,2012-01-02
49516,39300,728,1292.82,2018-01-01,2017-12-30
49517,25344,34273,1312.11,2012-01-01,2011-12-28
49518,55062,29009,2408.94,2011-01-01,2011-01-03
49519,4732,4244,908.92,2013-01-01,2013-01-23
49520,31228,27526,852.49,2016-01-01,2016-01-31
49521,30380,28581,605.67,2017-01-01,2016-12-28
49522,892,26414,1776.43,2015-01-01,2015-01-07
49523,23653,47782,1536.79,2011-01-01,2010-12-04
49524,13886,37080,,2016-01-01,2015-12-27
49525,30570,1935,,2017-01-01,2016-12-14
49526,7893,40616,2500,2012-01-01,2012-01-17
49527,30761,29052,1366.15,2016-01-01,2016-01-26
49528,39771,15324,1375.12,2015-01-01,2015-01-21
49529,13919,15198,858.66,2014-01-01,2014-01-16
49530,16512,37582,,2016-01-01,2016-01-27
49531,19139,24400,1859.58,2013-01-01,2013-01-06
49532,52601,5976,1941.28,2012-01-01,2012-01-15
49533,32113,22714,735.81,2013-01-01,2013-01-28
49534,38203,9142,674.95,2010-01-01,2010-01-20
49535,37837,40005,2806.79,2012-01-01,2011-12-14
49536,15704,30760,2416.58,2013-01-01,2013-01-26
49537,46544,52658,1026.41,2015-01-01,2014-12-20
49538,1962,43172,1703.19,2017-01-01,2016-12-05
49539,40904,26215,1805.56,2013-01-01,2013-01-27
49540,21334,29723,1005.58,2015-01-01,2014-12-03
49541,24707,39874,,2016-01-01,2015-12-18
49542,2866,45,,2015-01-01,2014-12-20
49543,30102,374,649.33,2012-01-01,2012-01-05
49544,20464,13735,559.41,2015-01-01,2014-12-15
49545,14855,21119,,2015-01-01,2015-01-24
49546,48413,1298,849,2017-01-01,2017-01-19
49547,10854,29635,713.67,2011-01-01,2011-01-06
49548,23034,27613,1030.6,2017-01-01,2016-12-17
49549,37201,4628,1180.61,2011-01-01,2010-12-02
49550,34701,13013,,2017-01-01,2016-12-30
49551,55260,9864,2829.62,2014-01-01,2014-01-02
49552,27976,4585,831.2,2016-01-01,2015-12-03
49553,44096,20545,1527.43,2014-01-01,2013-12-06
49554,42309,37112,868.94,2017-01-01,2016-12-13
49555,38792,42157,2589.62,2013-01-01,2013-01-09
49556,31617,34503,2420.52,2013-01-01,2013-01-30
49557,33346,14662,1417.51,2017-01-01,2017-01-24
49558,11631,39614,2159.85,2014-01-01,2013-12-20
49559,32447,35363,1925.9,2017-01-01,2017-01-13
49560,38940,10122,1982.94,2011-01-01,2010-12-24
49561,14325,33751,505.03,2013-01-01,2012-12-05
49562,16873,11389,1107.79,2013-01-01,2012-12-19
49563,18731,53557,2794.68,2011-01-01,2010-12-21
49564,21011,51755,,2011-01-01,2010-12-22
49565,34498,50257,2199.27,2017-01-01,2017-01-11
49566,6250,5223,1933.02,2012-01-01,2011-12-14
49567,20346,35649,2726.24,2014-01-01,2014-01-18
49568,24892,28667,,2015-01-01,2014-12-04
49569,51371,41450,948.99,2017-01-01,2017-01-24
49570,47454,25829,718.49,2016-01-01,2016-01-26
49571,38143,7309,686.08,2012-01-01,2011-12-05
49572,3262,41862,1170.97,2016-01-01,2015-12-31
49573,40335,53328,2336.09,2016-01-01,2016-01-29
49574,11162,19470,1468.55,2010-01-01,2009-12-11
49575,40867,7895,,2017-01-01,2016-12-12
49576,46054,35917,2008.79,2011-01-01,2011-01-15
49577,31955,12512,,2016-01-01,2016-01-14
49578,47481,37471,2431.23,2012-01-01,2012-01-14
49579,50879,9204,710.98,2014-01-01,2014-02-01
49580,46860,22386,1895.19,2015-01-01,2014-12-09
49581,19307,36360,,2015-01-01,2015-01-21
49582,37310,13504,1619.67,2012-01-01,2012-01-10
49583,30647,21832,,2014-01-01,2014-01-24
49584,41709,53347,2799.27,2018-01-01,2018-01-02
49585,48046,44407,2272.27,2018-01-01,2018-01-28
49586,33856,10184,882.88,2014-01-01,2014-01-08
